,Material ID,Material Desc,Time Interval,UOM,Min Total Quantity (BOX),Max Total Quantity (BOX),Average Total Quantity (BOX)
2980,61822,NUVO FAMILY BODY WASH TOSKA PCH 400ML,19:00-21:00,PCS,0.08,0.08,0.08
2976,61822,NUVO FAMILY BODY WASH TOSKA PCH 400ML,09:00-11:00,PCS,0.08,0.08,0.08
2982,61824,GIV WHITE BODYWASH MULBERRY PCH 800ML,09:00-11:00,PCS,0.25,0.25,0.25
2984,61824,GIV WHITE BODYWASH MULBERRY PCH 800ML,15:00-17:00,PCS,0.17,0.33,0.25
2986,61824,GIV WHITE BODYWASH MULBERRY PCH 800ML,19:00-21:00,PCS,0.08,0.08,0.08
2985,61824,GIV WHITE BODYWASH MULBERRY PCH 800ML,17:00-19:00,PCS,0.08,0.08,0.08
2983,61824,GIV WHITE BODYWASH MULBERRY PCH 800ML,13:00-15:00,PCS,0.08,0.08,0.08
2981,61824,GIV WHITE BODYWASH MULBERRY PCH 800ML,07:00-09:00,PCS,0.08,0.08,0.08
2987,61825,GIV WHITE BODYWASH MULBERRY BTL 550ML,09:00-11:00,PCS,0.5,0.5,0.5
2988,61825,GIV WHITE BODYWASH MULBERRY BTL 550ML,15:00-17:00,PCS,0.5,0.5,0.5
2992,61826,GIV BODYWASH GLAMOUR PASS FL PCH 800ML,15:00-17:00,PCS,0.08,0.5,0.27
2991,61826,GIV BODYWASH GLAMOUR PASS FL PCH 800ML,13:00-15:00,PCS,0.08,0.33,0.17
2990,61826,GIV BODYWASH GLAMOUR PASS FL PCH 800ML,09:00-11:00,PCS,0.08,0.25,0.17
2993,61826,GIV BODYWASH GLAMOUR PASS FL PCH 800ML,17:00-19:00,PCS,0.08,0.25,0.17
2989,61826,GIV BODYWASH GLAMOUR PASS FL PCH 800ML,07:00-09:00,PCS,0.08,0.08,0.08
2997,61828,DAIA POWDER DET CLEAN&FRESH SCT 47GR,13:00-15:00,PCS,0.17,1.83,1.04
2998,61828,DAIA POWDER DET CLEAN&FRESH SCT 47GR,15:00-17:00,PCS,0.08,1.92,0.74
2999,61828,DAIA POWDER DET CLEAN&FRESH SCT 47GR,17:00-19:00,PCS,0.08,1.83,0.61
2995,61828,DAIA POWDER DET CLEAN&FRESH SCT 47GR,09:00-11:00,PCS,0.08,1.33,0.42
2996,61828,DAIA POWDER DET CLEAN&FRESH SCT 47GR,11:00-13:00,PCS,0.17,1,0.4
2994,61828,DAIA POWDER DET CLEAN&FRESH SCT 47GR,07:00-09:00,PCS,0.08,0.67,0.36
3000,61828,DAIA POWDER DET CLEAN&FRESH SCT 47GR,19:00-21:00,PCS,0.17,0.33,0.28
3005,61831,"DAIA POWDER DET CLEAN&FRESH BAG 1,5KG",17:00-19:00,PCS,0.17,0.83,0.42
3004,61831,"DAIA POWDER DET CLEAN&FRESH BAG 1,5KG",15:00-17:00,PCS,0.17,0.67,0.33
3003,61831,"DAIA POWDER DET CLEAN&FRESH BAG 1,5KG",13:00-15:00,PCS,0.17,0.67,0.33
3002,61831,"DAIA POWDER DET CLEAN&FRESH BAG 1,5KG",11:00-13:00,PCS,0.17,0.5,0.33
3001,61831,"DAIA POWDER DET CLEAN&FRESH BAG 1,5KG",09:00-11:00,PCS,0.17,0.17,0.17
3009,61862,SOKLIN LIQUID DET KOREAN CAM SCT 20ML,13:00-15:00,PCS,0.2,1.5,0.67
3010,61862,SOKLIN LIQUID DET KOREAN CAM SCT 20ML,15:00-17:00,PCS,0.2,2.4,0.67
3011,61862,SOKLIN LIQUID DET KOREAN CAM SCT 20ML,17:00-19:00,PCS,0.1,1.2,0.4
3006,61862,SOKLIN LIQUID DET KOREAN CAM SCT 20ML,07:00-09:00,PCS,0.2,0.6,0.3
3007,61862,SOKLIN LIQUID DET KOREAN CAM SCT 20ML,09:00-11:00,PCS,0.1,0.6,0.29
3008,61862,SOKLIN LIQUID DET KOREAN CAM SCT 20ML,11:00-13:00,PCS,0.1,0.8,0.26
3012,61862,SOKLIN LIQUID DET KOREAN CAM SCT 20ML,19:00-21:00,PCS,0.1,0.2,0.15
3017,61863,SOKLIN LIQUID DET KOREAN JUMBOSCT 40ML,15:00-17:00,PCS,0.1,0.5,0.18
3014,61863,SOKLIN LIQUID DET KOREAN JUMBOSCT 40ML,09:00-11:00,PCS,0.05,0.5,0.18
3016,61863,SOKLIN LIQUID DET KOREAN JUMBOSCT 40ML,13:00-15:00,PCS,0.05,0.3,0.12
3018,61863,SOKLIN LIQUID DET KOREAN JUMBOSCT 40ML,17:00-19:00,PCS,0.05,0.2,0.1
3019,61863,SOKLIN LIQUID DET KOREAN JUMBOSCT 40ML,19:00-21:00,PCS,0.1,0.1,0.1
3013,61863,SOKLIN LIQUID DET KOREAN JUMBOSCT 40ML,07:00-09:00,PCS,0.05,0.05,0.05
3015,61863,SOKLIN LIQUID DET KOREAN JUMBOSCT 40ML,11:00-13:00,PCS,0.05,0.05,0.05
3020,61869,SOKLIN POWDER DET SOFT KOREAN SCT 43GR,13:00-15:00,PCS,0.17,0.25,0.21
3022,61869,SOKLIN POWDER DET SOFT KOREAN SCT 43GR,17:00-19:00,PCS,0.17,0.17,0.17
3021,61869,SOKLIN POWDER DET SOFT KOREAN SCT 43GR,15:00-17:00,PCS,0.08,0.17,0.12
3027,61870,RAPIKA KOREAN CAMELLIA PCH 300ML,15:00-17:00,PCS,0.25,1.83,0.71
3026,61870,RAPIKA KOREAN CAMELLIA PCH 300ML,13:00-15:00,PCS,0.17,1.17,0.54
3025,61870,RAPIKA KOREAN CAMELLIA PCH 300ML,11:00-13:00,PCS,0.25,0.58,0.33
3023,61870,RAPIKA KOREAN CAMELLIA PCH 300ML,07:00-09:00,PCS,0.17,0.5,0.32
3028,61870,RAPIKA KOREAN CAMELLIA PCH 300ML,17:00-19:00,PCS,0.08,0.5,0.25
3029,61870,RAPIKA KOREAN CAMELLIA PCH 300ML,19:00-21:00,PCS,0.08,0.5,0.25
3024,61870,RAPIKA KOREAN CAMELLIA PCH 300ML,09:00-11:00,PCS,0.08,0.25,0.17
3031,61895,EKONOMI PENCUCI PIRING JN PCH 1500ML,15:00-17:00,PCS,0.5,0.5,0.5
3032,61895,EKONOMI PENCUCI PIRING JN PCH 1500ML,17:00-19:00,PCS,0.17,0.17,0.17
3030,61895,EKONOMI PENCUCI PIRING JN PCH 1500ML,09:00-11:00,PCS,0.17,0.17,0.17
3035,61899,ROYALE SUNNY DAY PCH 680ML,15:00-17:00,PCS,0.17,0.42,0.27
3033,61899,ROYALE SUNNY DAY PCH 680ML,07:00-09:00,PCS,0.25,0.25,0.25
3034,61899,ROYALE SUNNY DAY PCH 680ML,13:00-15:00,PCS,0.17,0.25,0.21
3036,61899,ROYALE SUNNY DAY PCH 680ML,17:00-19:00,PCS,0.17,0.17,0.17
3037,61902,ROYALE SWEET FLORAL POUCH 680ML,07:00-09:00,PCS,0.25,0.25,0.25
3038,61902,ROYALE SWEET FLORAL POUCH 680ML,09:00-11:00,PCS,0.25,0.25,0.25
3040,61902,ROYALE SWEET FLORAL POUCH 680ML,15:00-17:00,PCS,0.08,0.33,0.19
3039,61902,ROYALE SWEET FLORAL POUCH 680ML,13:00-15:00,PCS,0.17,0.17,0.17
3042,61914,PROGUARD BODYWASH D. CLEANSING 410ML,15:00-17:00,PCS,0.58,0.58,0.58
3041,61914,PROGUARD BODYWASH D. CLEANSING 410ML,09:00-11:00,PCS,0.25,0.25,0.25
3044,61915,PROGUARD BODYWASH D. PURIFYING 410ML,13:00-15:00,PCS,0.08,0.08,0.08
3043,61915,PROGUARD BODYWASH D. PURIFYING 410ML,07:00-09:00,PCS,0.08,0.08,0.08
3045,61916,PROGUARD BODYWASH D. REFRESHING 410ML,15:00-17:00,PCS,0.17,0.17,0.17
3048,61927,SOKLIN POWDER DET ANTISEP BAG 700GR,15:00-17:00,PCS,0.25,0.5,0.42
3047,61927,SOKLIN POWDER DET ANTISEP BAG 700GR,13:00-15:00,PCS,0.08,0.67,0.38
3049,61927,SOKLIN POWDER DET ANTISEP BAG 700GR,17:00-19:00,PCS,0.25,0.25,0.25
3046,61927,SOKLIN POWDER DET ANTISEP BAG 700GR,07:00-09:00,PCS,0.08,0.08,0.08
3053,62029,K NAT WHT BAR SOAP COTTON FL 85 GR,13:00-15:00,PCS,0.17,0.83,0.41
3054,62029,K NAT WHT BAR SOAP COTTON FL 85 GR,15:00-17:00,PCS,0.06,1.11,0.39
3055,62029,K NAT WHT BAR SOAP COTTON FL 85 GR,17:00-19:00,PCS,0.06,0.94,0.28
3052,62029,K NAT WHT BAR SOAP COTTON FL 85 GR,11:00-13:00,PCS,0.06,0.33,0.18
3050,62029,K NAT WHT BAR SOAP COTTON FL 85 GR,07:00-09:00,PCS,0.11,0.33,0.17
3051,62029,K NAT WHT BAR SOAP COTTON FL 85 GR,09:00-11:00,PCS,0.06,0.39,0.16
3056,62029,K NAT WHT BAR SOAP COTTON FL 85 GR,19:00-21:00,PCS,0.11,0.11,0.11
3060,62030,K NAT WHT BAR SOAP MAGNOLIA 85 GR,13:00-15:00,PCS,0.11,1.06,0.41
3061,62030,K NAT WHT BAR SOAP MAGNOLIA 85 GR,15:00-17:00,PCS,0.06,1.22,0.4
3062,62030,K NAT WHT BAR SOAP MAGNOLIA 85 GR,17:00-19:00,PCS,0.06,1.11,0.28
3059,62030,K NAT WHT BAR SOAP MAGNOLIA 85 GR,11:00-13:00,PCS,0.06,0.33,0.22
3057,62030,K NAT WHT BAR SOAP MAGNOLIA 85 GR,07:00-09:00,PCS,0.11,0.28,0.16
3058,62030,K NAT WHT BAR SOAP MAGNOLIA 85 GR,09:00-11:00,PCS,0.06,0.28,0.13
3063,62030,K NAT WHT BAR SOAP MAGNOLIA 85 GR,19:00-21:00,PCS,0.11,0.11,0.11
3068,62031,K NAT WHT BAR SOAP ALOE VERA 85 GR,15:00-17:00,PCS,0.06,1.33,0.41
3067,62031,K NAT WHT BAR SOAP ALOE VERA 85 GR,13:00-15:00,PCS,0.06,0.89,0.38
3066,62031,K NAT WHT BAR SOAP ALOE VERA 85 GR,11:00-13:00,PCS,0.11,0.67,0.32
3069,62031,K NAT WHT BAR SOAP ALOE VERA 85 GR,17:00-19:00,PCS,0.06,0.83,0.24
3065,62031,K NAT WHT BAR SOAP ALOE VERA 85 GR,09:00-11:00,PCS,0.06,0.61,0.17
3070,62031,K NAT WHT BAR SOAP ALOE VERA 85 GR,19:00-21:00,PCS,0.11,0.11,0.11
3064,62031,K NAT WHT BAR SOAP ALOE VERA 85 GR,07:00-09:00,PCS,0.06,0.17,0.1
3071,62041,EKONOMI PENCUCI PIRING JN JERIGEN 5L,13:00-15:00,PCS,0.33,0.33,0.33
3072,62041,EKONOMI PENCUCI PIRING JN JERIGEN 5L,15:00-17:00,PCS,0.33,0.33,0.33
3074,62052,DAIA POWDER DET CLEAN&FRESH BAG 2.7KG,13:00-15:00,PCS,0.25,0.5,0.42
3075,62052,DAIA POWDER DET CLEAN&FRESH BAG 2.7KG,15:00-17:00,PCS,0.25,0.5,0.38
3073,62052,DAIA POWDER DET CLEAN&FRESH BAG 2.7KG,11:00-13:00,PCS,0.25,0.5,0.33
3078,62053,DAIA POWDER DET CLEAN&FRESH BAG 4X4KG,15:00-17:00,PCS,0.25,0.75,0.44
3077,62053,DAIA POWDER DET CLEAN&FRESH BAG 4X4KG,13:00-15:00,PCS,0.25,0.5,0.35
3079,62053,DAIA POWDER DET CLEAN&FRESH BAG 4X4KG,17:00-19:00,PCS,0.25,0.25,0.25
3076,62053,DAIA POWDER DET CLEAN&FRESH BAG 4X4KG,09:00-11:00,PCS,0.25,0.25,0.25
3082,62149,PROTEX DAILY COMFORT NIGHT BAG 10,13:00-15:00,PCS,0.08,0.75,0.32
3083,62149,PROTEX DAILY COMFORT NIGHT BAG 10,15:00-17:00,PCS,0.12,0.5,0.3
3081,62149,PROTEX DAILY COMFORT NIGHT BAG 10,09:00-11:00,PCS,0.25,0.25,0.25
3080,62149,PROTEX DAILY COMFORT NIGHT BAG 10,07:00-09:00,PCS,0.12,0.25,0.19
3084,62149,PROTEX DAILY COMFORT NIGHT BAG 10,17:00-19:00,PCS,0.04,0.04,0.04
3090,62150,PROTEX DAILY COMFORT NIGHT BAG 22,17:00-19:00,PCS,0.5,1,0.75
3088,62150,PROTEX DAILY COMFORT NIGHT BAG 22,13:00-15:00,PCS,0.25,0.5,0.42
3086,62150,PROTEX DAILY COMFORT NIGHT BAG 22,09:00-11:00,PCS,0.25,0.5,0.38
3085,62150,PROTEX DAILY COMFORT NIGHT BAG 22,07:00-09:00,PCS,0.25,0.5,0.38
3089,62150,PROTEX DAILY COMFORT NIGHT BAG 22,15:00-17:00,PCS,0.08,0.5,0.33
3087,62150,PROTEX DAILY COMFORT NIGHT BAG 22,11:00-13:00,PCS,0.08,0.08,0.08
3095,62151,BARSOAP GIV WHITE HIJAB SAFFRON 72GR,15:00-17:00,PCS,0.08,3.93,2.06
3094,62151,BARSOAP GIV WHITE HIJAB SAFFRON 72GR,13:00-15:00,PCS,0.17,4.24,1.86
3096,62151,BARSOAP GIV WHITE HIJAB SAFFRON 72GR,17:00-19:00,PCS,0.19,2.32,1.37
3092,62151,BARSOAP GIV WHITE HIJAB SAFFRON 72GR,09:00-11:00,PCS,0.07,1.65,0.56
3097,62151,BARSOAP GIV WHITE HIJAB SAFFRON 72GR,19:00-21:00,PCS,0.06,1.38,0.44
3093,62151,BARSOAP GIV WHITE HIJAB SAFFRON 72GR,11:00-13:00,PCS,0.08,0.78,0.27
3091,62151,BARSOAP GIV WHITE HIJAB SAFFRON 72GR,07:00-09:00,PCS,0.03,0.56,0.2
3104,62152,GIV WHITE HIJAB BODY WASH SAFFRON PCH 60,19:00-21:00,PCS,0.21,0.21,0.21
3101,62152,GIV WHITE HIJAB BODY WASH SAFFRON PCH 60,13:00-15:00,PCS,0.02,0.54,0.18
3102,62152,GIV WHITE HIJAB BODY WASH SAFFRON PCH 60,15:00-17:00,PCS,0.02,0.52,0.16
3103,62152,GIV WHITE HIJAB BODY WASH SAFFRON PCH 60,17:00-19:00,PCS,0.02,0.38,0.12
3099,62152,GIV WHITE HIJAB BODY WASH SAFFRON PCH 60,09:00-11:00,PCS,0.02,0.25,0.11
3098,62152,GIV WHITE HIJAB BODY WASH SAFFRON PCH 60,07:00-09:00,PCS,0.04,0.12,0.08
3100,62152,GIV WHITE HIJAB BODY WASH SAFFRON PCH 60,11:00-13:00,PCS,0.04,0.06,0.05
3111,62153,GIV WHITE HIJAB BODYWASH SAFFRON PCH 250,19:00-21:00,PCS,0.83,0.83,0.83
3105,62153,GIV WHITE HIJAB BODYWASH SAFFRON PCH 250,07:00-09:00,PCS,0.08,0.83,0.42
3109,62153,GIV WHITE HIJAB BODYWASH SAFFRON PCH 250,15:00-17:00,PCS,0.17,0.5,0.28
3108,62153,GIV WHITE HIJAB BODYWASH SAFFRON PCH 250,13:00-15:00,PCS,0.08,0.42,0.27
3110,62153,GIV WHITE HIJAB BODYWASH SAFFRON PCH 250,17:00-19:00,PCS,0.25,0.25,0.25
3106,62153,GIV WHITE HIJAB BODYWASH SAFFRON PCH 250,09:00-11:00,PCS,0.08,0.17,0.12
3107,62153,GIV WHITE HIJAB BODYWASH SAFFRON PCH 250,11:00-13:00,PCS,0.08,0.08,0.08
3116,62154,GIV WHITE HIJAB BODYWASH SAFFRON PCH 400,15:00-17:00,PCS,0.08,1.25,0.55
3114,62154,GIV WHITE HIJAB BODYWASH SAFFRON PCH 400,11:00-13:00,PCS,0.5,0.5,0.5
3115,62154,GIV WHITE HIJAB BODYWASH SAFFRON PCH 400,13:00-15:00,PCS,0.17,0.5,0.31
3117,62154,GIV WHITE HIJAB BODYWASH SAFFRON PCH 400,17:00-19:00,PCS,0.08,0.5,0.24
3112,62154,GIV WHITE HIJAB BODYWASH SAFFRON PCH 400,07:00-09:00,PCS,0.17,0.25,0.21
3113,62154,GIV WHITE HIJAB BODYWASH SAFFRON PCH 400,09:00-11:00,PCS,0.08,0.25,0.17
3118,62154,GIV WHITE HIJAB BODYWASH SAFFRON PCH 400,19:00-21:00,PCS,0.08,0.17,0.11
3123,62157,BARSOAP GIV BEAUTY HIJAB ROSE&ARGAN 72GR,15:00-17:00,PCS,0.06,3.51,1.41
3122,62157,BARSOAP GIV BEAUTY HIJAB ROSE&ARGAN 72GR,13:00-15:00,PCS,0.33,2.38,1.3
3124,62157,BARSOAP GIV BEAUTY HIJAB ROSE&ARGAN 72GR,17:00-19:00,PCS,0.03,1.64,0.79
3120,62157,BARSOAP GIV BEAUTY HIJAB ROSE&ARGAN 72GR,09:00-11:00,PCS,0.08,1.14,0.43
3125,62157,BARSOAP GIV BEAUTY HIJAB ROSE&ARGAN 72GR,19:00-21:00,PCS,0.04,0.67,0.29
3121,62157,BARSOAP GIV BEAUTY HIJAB ROSE&ARGAN 72GR,11:00-13:00,PCS,0.12,0.64,0.28
3119,62157,BARSOAP GIV BEAUTY HIJAB ROSE&ARGAN 72GR,07:00-09:00,PCS,0.03,0.5,0.22
3130,62158,BODYWASH GIV HIJAB ROSE&ARGAN PCH 60ML,15:00-17:00,PCS,0.02,0.79,0.21
3129,62158,BODYWASH GIV HIJAB ROSE&ARGAN PCH 60ML,13:00-15:00,PCS,0.02,0.44,0.16
3131,62158,BODYWASH GIV HIJAB ROSE&ARGAN PCH 60ML,17:00-19:00,PCS,0.02,0.44,0.14
3127,62158,BODYWASH GIV HIJAB ROSE&ARGAN PCH 60ML,09:00-11:00,PCS,0.02,0.4,0.11
3128,62158,BODYWASH GIV HIJAB ROSE&ARGAN PCH 60ML,11:00-13:00,PCS,0.04,0.21,0.09
3126,62158,BODYWASH GIV HIJAB ROSE&ARGAN PCH 60ML,07:00-09:00,PCS,0.06,0.06,0.06
3132,62160,BODYWASH GIV HIJAB ROSE&ARGAN PCH 400ML,07:00-09:00,PCS,0.25,0.83,0.56
3136,62160,BODYWASH GIV HIJAB ROSE&ARGAN PCH 400ML,15:00-17:00,PCS,0.08,1.08,0.48
3137,62160,BODYWASH GIV HIJAB ROSE&ARGAN PCH 400ML,17:00-19:00,PCS,0.17,0.25,0.23
3135,62160,BODYWASH GIV HIJAB ROSE&ARGAN PCH 400ML,13:00-15:00,PCS,0.08,0.83,0.21
3138,62160,BODYWASH GIV HIJAB ROSE&ARGAN PCH 400ML,19:00-21:00,PCS,0.17,0.25,0.21
3133,62160,BODYWASH GIV HIJAB ROSE&ARGAN PCH 400ML,09:00-11:00,PCS,0.08,0.25,0.19
3134,62160,BODYWASH GIV HIJAB ROSE&ARGAN PCH 400ML,11:00-13:00,PCS,0.17,0.17,0.17
3139,62239,EKONOMI PENCUCI PIRING SEREH PCH 650ML,07:00-09:00,PCS,0.67,0.67,0.67
3140,62239,EKONOMI PENCUCI PIRING SEREH PCH 650ML,09:00-11:00,PCS,0.42,0.42,0.42
3141,62239,EKONOMI PENCUCI PIRING SEREH PCH 650ML,13:00-15:00,PCS,0.17,0.5,0.33
3142,62239,EKONOMI PENCUCI PIRING SEREH PCH 650ML,15:00-17:00,PCS,0.08,0.5,0.22
3143,62239,EKONOMI PENCUCI PIRING SEREH PCH 650ML,17:00-19:00,PCS,0.08,0.17,0.12
3144,62248,SOKLIN POWDER DET SOFT PURPLE BAG 2.7KG,11:00-13:00,PCS,0.25,0.25,0.25
3145,62257,SOKLIN PEWANGI ACTIVE SPORT PCH 780 ML,15:00-17:00,PCS,0.25,0.25,0.25
3147,62258,SOKLIN PEWANGI ACTIVE SPORT PCH 1700 ML,15:00-17:00,PCS,1,2,1.5
3146,62258,SOKLIN PEWANGI ACTIVE SPORT PCH 1700 ML,13:00-15:00,PCS,1,1,1
3151,62260,SO SOFT LIQDET ROSE&WATERLILY BTL 700ML,17:00-19:00,PCS,0.5,1.33,0.92
3148,62260,SO SOFT LIQDET ROSE&WATERLILY BTL 700ML,09:00-11:00,PCS,0.5,0.5,0.5
3152,62260,SO SOFT LIQDET ROSE&WATERLILY BTL 700ML,19:00-21:00,PCS,0.5,0.5,0.5
3149,62260,SO SOFT LIQDET ROSE&WATERLILY BTL 700ML,13:00-15:00,PCS,0.17,0.5,0.31
3150,62260,SO SOFT LIQDET ROSE&WATERLILY BTL 700ML,15:00-17:00,PCS,0.17,0.5,0.3
3154,62278,SK LIQDET MATIC PROFSOLUTIONS JRG 4.5L,15:00-17:00,PCS,0.33,0.33,0.33
3153,62278,SK LIQDET MATIC PROFSOLUTIONS JRG 4.5L,13:00-15:00,PCS,0.33,0.33,0.33
3155,62292,SO SOFT LIQDET ROSE & WATLILY PCH 700ML,07:00-09:00,PCS,0.5,0.5,0.5
3156,62292,SO SOFT LIQDET ROSE & WATLILY PCH 700ML,13:00-15:00,PCS,0.33,0.5,0.42
3158,62292,SO SOFT LIQDET ROSE & WATLILY PCH 700ML,17:00-19:00,PCS,0.17,0.5,0.33
3157,62292,SO SOFT LIQDET ROSE & WATLILY PCH 700ML,15:00-17:00,PCS,0.17,0.33,0.28
3163,62293,SO SOFT LIQDET SAKURA BLOSSOM BTL 700ML,17:00-19:00,PCS,0.17,1.5,0.83
3159,62293,SO SOFT LIQDET SAKURA BLOSSOM BTL 700ML,07:00-09:00,PCS,0.5,0.5,0.5
3160,62293,SO SOFT LIQDET SAKURA BLOSSOM BTL 700ML,09:00-11:00,PCS,0.17,0.5,0.33
3161,62293,SO SOFT LIQDET SAKURA BLOSSOM BTL 700ML,13:00-15:00,PCS,0.17,0.5,0.28
3162,62293,SO SOFT LIQDET SAKURA BLOSSOM BTL 700ML,15:00-17:00,PCS,0.17,0.5,0.28
3168,62295,SO SOFT LIQDET FREESIA & PEAR BTL 700ML,17:00-19:00,PCS,0.17,1.5,0.67
3166,62295,SO SOFT LIQDET FREESIA & PEAR BTL 700ML,13:00-15:00,PCS,0.17,0.83,0.33
3165,62295,SO SOFT LIQDET FREESIA & PEAR BTL 700ML,09:00-11:00,PCS,0.17,0.5,0.33
3167,62295,SO SOFT LIQDET FREESIA & PEAR BTL 700ML,15:00-17:00,PCS,0.17,0.5,0.29
3164,62295,SO SOFT LIQDET FREESIA & PEAR BTL 700ML,07:00-09:00,PCS,0.17,0.17,0.17
3173,62317,FRESLY AIR CARE SUMMER ORANGE 400ML,17:00-19:00,PCS,0.33,0.33,0.33
3174,62317,FRESLY AIR CARE SUMMER ORANGE 400ML,19:00-21:00,PCS,0.33,0.33,0.33
3172,62317,FRESLY AIR CARE SUMMER ORANGE 400ML,15:00-17:00,PCS,0.08,0.42,0.27
3171,62317,FRESLY AIR CARE SUMMER ORANGE 400ML,13:00-15:00,PCS,0.08,0.42,0.17
3170,62317,FRESLY AIR CARE SUMMER ORANGE 400ML,09:00-11:00,PCS,0.08,0.17,0.11
3169,62317,FRESLY AIR CARE SUMMER ORANGE 400ML,07:00-09:00,PCS,0.08,0.08,0.08
3180,62318,FRESLY AIR CARE AROMATIC LAVENDER 400ML,19:00-21:00,PCS,0.33,0.33,0.33
3178,62318,FRESLY AIR CARE AROMATIC LAVENDER 400ML,15:00-17:00,PCS,0.08,0.5,0.24
3176,62318,FRESLY AIR CARE AROMATIC LAVENDER 400ML,09:00-11:00,PCS,0.17,0.25,0.19
3177,62318,FRESLY AIR CARE AROMATIC LAVENDER 400ML,13:00-15:00,PCS,0.08,0.33,0.15
3179,62318,FRESLY AIR CARE AROMATIC LAVENDER 400ML,17:00-19:00,PCS,0.08,0.25,0.12
3175,62318,FRESLY AIR CARE AROMATIC LAVENDER 400ML,07:00-09:00,PCS,0.08,0.08,0.08
3182,62339,NUVO FAMILY HAND WASH KUNING JERIGEN 5L,15:00-17:00,PCS,0.67,0.67,0.67
3181,62339,NUVO FAMILY HAND WASH KUNING JERIGEN 5L,13:00-15:00,PCS,0.33,0.33,0.33
3183,62358,SOKLIN LANTAI SEREH JERIGEN 4LT,11:00-13:00,PCS,0.33,1.33,0.83
3184,62358,SOKLIN LANTAI SEREH JERIGEN 4LT,13:00-15:00,PCS,0.67,0.67,0.67
3186,62376,SOKLIN LIQUID DET LAVENDER JUMBOSCT 40ML,09:00-11:00,PCS,0.1,0.3,0.2
3191,62376,SOKLIN LIQUID DET LAVENDER JUMBOSCT 40ML,19:00-21:00,PCS,0.1,0.25,0.18
3189,62376,SOKLIN LIQUID DET LAVENDER JUMBOSCT 40ML,15:00-17:00,PCS,0.05,0.3,0.18
3190,62376,SOKLIN LIQUID DET LAVENDER JUMBOSCT 40ML,17:00-19:00,PCS,0.1,0.3,0.15
3188,62376,SOKLIN LIQUID DET LAVENDER JUMBOSCT 40ML,13:00-15:00,PCS,0.05,0.2,0.13
3187,62376,SOKLIN LIQUID DET LAVENDER JUMBOSCT 40ML,11:00-13:00,PCS,0.1,0.1,0.1
3185,62376,SOKLIN LIQUID DET LAVENDER JUMBOSCT 40ML,07:00-09:00,PCS,0.1,0.1,0.1
3192,62377,SOKLIN LIQUID DET LAVENDER PCH 525ML,07:00-09:00,PCS,0.67,0.67,0.67
3195,62377,SOKLIN LIQUID DET LAVENDER PCH 525ML,15:00-17:00,PCS,0.5,0.5,0.5
3193,62377,SOKLIN LIQUID DET LAVENDER PCH 525ML,09:00-11:00,PCS,0.33,0.33,0.33
3194,62377,SOKLIN LIQUID DET LAVENDER PCH 525ML,13:00-15:00,PCS,0.17,0.5,0.28
3196,62377,SOKLIN LIQUID DET LAVENDER PCH 525ML,17:00-19:00,PCS,0.17,0.33,0.25
3197,62380,SOKLIN LANTAI CP CITRUS GARDEN PCH 700ML,07:00-09:00,PCS,0.42,0.42,0.42
3200,62380,SOKLIN LANTAI CP CITRUS GARDEN PCH 700ML,13:00-15:00,PCS,0.08,0.5,0.38
3202,62380,SOKLIN LANTAI CP CITRUS GARDEN PCH 700ML,17:00-19:00,PCS,0.25,0.5,0.35
3198,62380,SOKLIN LANTAI CP CITRUS GARDEN PCH 700ML,09:00-11:00,PCS,0.17,0.5,0.33
3201,62380,SOKLIN LANTAI CP CITRUS GARDEN PCH 700ML,15:00-17:00,PCS,0.08,0.92,0.29
3199,62380,SOKLIN LANTAI CP CITRUS GARDEN PCH 700ML,11:00-13:00,PCS,0.08,0.5,0.21
3203,62381,SOKLIN LANTAI CP EUCAL MINT PCH 700ML,07:00-09:00,,,,
3204,62381,SOKLIN LANTAI CP EUCAL MINT PCH 700ML,09:00-11:00,,,,
3205,62381,SOKLIN LANTAI CP EUCAL MINT PCH 700ML,11:00-13:00,,,,
3206,62381,SOKLIN LANTAI CP EUCAL MINT PCH 700ML,13:00-15:00,,,,
3207,62381,SOKLIN LANTAI CP EUCAL MINT PCH 700ML,15:00-17:00,,,,
3208,62381,SOKLIN LANTAI CP EUCAL MINT PCH 700ML,17:00-19:00,,,,
3209,62395,SUPERSOL CARBOL SEREH PCH 1500ML,09:00-11:00,PCS,0.5,0.5,0.5
3210,62395,SUPERSOL CARBOL SEREH PCH 1500ML,13:00-15:00,PCS,0.17,0.67,0.42
3211,62395,SUPERSOL CARBOL SEREH PCH 1500ML,17:00-19:00,PCS,0.17,0.5,0.33
3216,62398,SEDAAP MIE BAKED GORENG 87GR,15:00-17:00,PCS,0.21,0.79,0.45
3213,62398,SEDAAP MIE BAKED GORENG 87GR,09:00-11:00,PCS,0.17,0.42,0.29
3214,62398,SEDAAP MIE BAKED GORENG 87GR,11:00-13:00,PCS,0.21,0.21,0.21
3217,62398,SEDAAP MIE BAKED GORENG 87GR,17:00-19:00,PCS,0.08,0.42,0.19
3212,62398,SEDAAP MIE BAKED GORENG 87GR,07:00-09:00,PCS,0.04,0.21,0.12
3215,62398,SEDAAP MIE BAKED GORENG 87GR,13:00-15:00,PCS,0.04,0.08,0.06
